owner,team,league,recipient,amount,election_year,party,new_party,new_amount
Herbert Fritch,Nashville Predators,NHL,RIGHT TO RISE USA,"$10,000",2016,Republican,Republican,10000
Herbert Fritch,Nashville Predators,NHL,CIGNA CORPORATION POLITICAL ACTION COMMITTEE,"$9,216",2016,Bipartisan,Bipartisan,9216
Herbert Fritch,Nashville Predators,NHL,COOPER FOR CONGRESS,"$5,600",2020,Democrat,Democrat,5600
Herbert Fritch,Nashville Predators,NHL,HOUSLEY FOR SENATE COMMITTEE,"$5,400",2018,Republican,Republican,5400
Herbert Fritch,Nashville Predators,NHL,"MARSHA BLACKBURN FOR CONGRESS, INC.","$2,000",2016,Republican,Republican,2000
Herbert Fritch,Nashville Predators,NHL,"LEE, SHEILA JACKSON","$2,000",2016,Democrat,Democrat,2000
Herbert Fritch,Nashville Predators,NHL,BIDEN FOR PRESIDENT,"$1,000",2020,Democrat,Democrat,1000
Herbert Fritch,Nashville Predators,NHL,DCCC,"$1,000",2020,Democrat,Democrat,1000
Herbert Fritch,Nashville Predators,NHL,COOPER FOR CONGRESS,$500,2016,Democrat,Democrat,500
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",SMP,"$126,900",2018,Democrat,Democrat,126900
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",HILLARY VICTORY FUND,"$50,000",2016,Democrat,Democrat,50000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",TEAM HOLCOMB,"$50,000",2018,Republican,Republican,50000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",TEAM HOLCOMB,"$50,000",2020,Republican,Republican,50000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",DONNELLY VICTORY FUND,"$32,700",2018,Democrat,Democrat,32700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",SENATE MAJORITY PAC,"$25,000",2016,Democrat,Democrat,25000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,"$15,000",2016,Democrat,Democrat,15000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),"$10,000",2016,"Bipartisan, but mostly Republican",Bipartisan,10000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),"$10,000",2018,"Bipartisan, but mostly Republican",Bipartisan,10000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",INDIANA DEMOCRATIC CONGRESSIONAL VICTORY COMMITTEE,"$10,000",2020,Democrat,Democrat,10000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MARCO RUBIO FOR PRESIDENT,"$5,400",2016,Republican,Republican,5400
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BARON HILL FOR INDIANA,"$5,400",2016,Democrat,Democrat,5400
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",KOHL FOR CONGRESS,"$5,400",2018,Democrat,Democrat,5400
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",NEW GENERATION PAC,"$5,000",2016,N/A,Bipartisan,5000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ALL AMERICA PAC,"$5,000",2016,Democrat,Democrat,5000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),"$5,000",2020,"Bipartisan, but mostly Republican",Bipartisan,5000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA","THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)","$5,000",2020,Bipartisan,Bipartisan,5000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ANDRE CARSON FOR CONGRESS,"$4,700",2018,Democrat,Democrat,4700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA","THE NATIONAL ASSOCIATION OF PROFESSIONAL BASEBALL LEAGUES, INC. PAC, (MINOR LEAGUE BASEBALL PAC)","$4,000",2018,Bipartisan,Bipartisan,4000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ANDRE CARSON FOR CONGRESS,"$3,700",2016,Democrat,Democrat,3700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",SCHOLTEN4IOWA CAMPAIGN COMMITTEE,"$3,700",2018,Democrat,Democrat,3700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",JAIME HARRISON FOR US SENATE,"$3,650",2020,Democrat,Democrat,3650
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA","AMY MCGRATH FOR SENATE, INC.","$2,800",2020,Democrat,Democrat,2800
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ANDRE CARSON FOR CONGRESS,"$2,800",2020,Democrat,Democrat,2800
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BIDEN FOR PRESIDENT,"$2,800",2020,Democrat,Democrat,2800
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MATT LIEBERMAN FOR SENATE,"$2,800",2020,Democrat,Democrat,2800
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",CHRIS CHRISTIE FOR PRESIDENT INC,"$2,700",2016,Republican,Republican,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",CRUZ FOR PRESIDENT,"$2,700",2016,Republican,Republican,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS OF JOE HECK,"$2,700",2016,Republican,Republican,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS OF KELLY AYOTTE INC,"$2,700",2016,Republican,Republican,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS OF PAT TOOMEY,"$2,700",2016,Republican,Republican,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA","FRIENDS OF TODD YOUNG, INC.","$2,700",2016,Republican,Republican,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA","JEB 2016, INC.","$2,700",2016,Republican,Republican,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",EVAN BAYH COMMITTEE,"$2,700",2016,Democrat,Democrat,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS OF SUSAN BROOKS,"$2,700",2018,Republican,Republican,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",GREG PENCE FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",GREG PENCE VICTORY,"$2,700",2018,Republican,Republican,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MCCARTHY VICTORY FUND,"$2,700",2018,Republican,Republican,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ANDREW JANZ FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BETO FOR TEXAS,"$2,700",2018,Democrat,Democrat,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BILL NELSON FOR US SENATE,"$2,700",2018,Democrat,Democrat,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",CASTEN FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",CONOR LAMB FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",JANET GARRETT FOR CONGRESS COMMITTEE,"$2,700",2018,Democrat,Democrat,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",LIZ FOR INDIANA,"$2,700",2018,Democrat,Democrat,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",PRICE4WNC,"$2,700",2018,Democrat,Democrat,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ROSEN FOR NEVADA,"$2,700",2018,Democrat,Democrat,2700
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",WALORSKI FOR CONGRESS INC,"$2,500",2016,Republican,Republican,2500
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",SHELLI YODER FOR INDIANA,"$2,000",2016,Democrat,Democrat,2000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",AMY FOR AMERICA,"$2,000",2020,Democrat,Democrat,2000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",KASICH FOR AMERICA INC,"$1,000",2016,Republican,Republican,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",JOE KENNEDY FOR CONGRESS,"$1,000",2016,Democrat,Democrat,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ORENTLICHER FOR CONGRESS,"$1,000",2016,Democrat,Democrat,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",RUSS FOR WISCONSIN,"$1,000",2016,Democrat,Democrat,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BUCSHON FOR CONGRESS,"$1,000",2018,Republican,Republican,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",WALORSKI FOR CONGRESS INC,"$1,000",2018,Republican,Republican,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS FOR THORNTON,"$1,000",2018,Democrat,Democrat,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",TRITCH FOR CONGRESS,"$1,000",2018,Democrat,Democrat,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ARBALLO FOR CONGRESS,"$1,000",2020,Democrat,Democrat,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BENNET FOR AMERICA,"$1,000",2020,Democrat,Democrat,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",BULLOCK FOR PRESIDENT,"$1,000",2020,Democrat,Democrat,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",FRIENDS OF JOHN DELANEY,"$1,000",2020,Democrat,Democrat,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MAX ROSE FOR CONGRESS,"$1,000",2020,Democrat,Democrat,1000
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",CONGRESSIONAL BLACK CAUCUS PAC,$500,2018,Democrat,Democrat,500
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,$500,2018,Democrat,Democrat,500
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ELISSA SLOTKIN FOR CONGRESS,$500,2020,Democrat,Democrat,500
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",PEOPLE FOR PATTY MURRAY,$500,2020,Democrat,Democrat,500
Herbert Simon,"Indiana Pacers, Indiana Fever","NBA, WNBA",ACTBLUE,$250,2020,Democrat,Democrat,250
Ilana Kloss,Los Angeles Dodgers,MLB,BIDEN FOR PRESIDENT,"$1,000",2020,Democrat,Democrat,1000
Jack Roush,Roush Fenway Racing,NASCAR,STABENOW VICTORY FUND,"$10,000",2018,Democrat,Democrat,10000
Jack Roush,Roush Fenway Racing,NASCAR,NRSC,"$5,000",2020,Republican,Republican,5000
Jack Roush,Roush Fenway Racing,NASCAR,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,"$3,020",2020,Republican,Republican,3020
Jack Roush,Roush Fenway Racing,NASCAR,STABENOW FOR US SENATE,"$2,700",2016,Democrat,Democrat,2700
Jack Roush,Roush Fenway Racing,NASCAR,BENTIVOLIO FOR CONGRESS,"$2,500",2020,Republican,Republican,2500
Jack Roush,Roush Fenway Racing,NASCAR,BENTIVOLIO FOR CONGRESS,"$2,340",2018,Republican,Republican,2340
Jack Roush,Roush Fenway Racing,NASCAR,"RAND PAUL FOR PRESIDENT, INC.","$1,000",2016,Republican,Republican,1000
Jack Roush,Roush Fenway Racing,NASCAR,REPUBLICAN NATIONAL COMMITTEE,"$1,000",2018,Republican,Republican,1000
Jack Roush,Roush Fenway Racing,NASCAR,REMEMBER MISSISSIPPI,"$1,000",2018,"Bipartisan, but mostly Republican",Bipartisan,1000
Jack Roush,Roush Fenway Racing,NASCAR,HUCK PAC,"$1,000",2020,Republican,Republican,1000
Jack Roush,Roush Fenway Racing,NASCAR,"JOHN JAMES FOR SENATE, INC.","$1,000",2020,Republican,Republican,1000
Jack Roush,Roush Fenway Racing,NASCAR,KEVIN MCCARTHY FOR CONGRESS,"$1,000",2020,Republican,Republican,1000
Jack Roush,Roush Fenway Racing,NASCAR,SLOCUM FOR CONGRESS,"$1,000",2020,Republican,Republican,1000
James Dinan,Milwaukee Bucks,NBA,SENATE MAJORITY PAC,"$100,000",2016,Democrat,Democrat,100000
James Dinan,Milwaukee Bucks,NBA,BIDEN ACTION FUND,"$50,000",2020,Democrat,Democrat,50000
James Dinan,Milwaukee Bucks,NBA,HILLARY ACTION FUND,"$10,000",2016,Democrat,Democrat,10000
James Dinan,Milwaukee Bucks,NBA,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,"$7,300",2016,Democrat,Democrat,7300
James Dinan,Milwaukee Bucks,NBA,RUSS FOR WISCONSIN,"$5,400",2016,Democrat,Democrat,5400
James Dinan,Milwaukee Bucks,NBA,GILLIBRAND VICTORY FUND,"$5,400",2018,Democrat,Democrat,5400
James Dinan,Milwaukee Bucks,NBA,MANAGED FUNDS ASSOCIATION POLITICAL ACTION COMMITTEE,"$5,000",2016,"Bipartisan, but mostly Republican",Bipartisan,5000
James Dinan,Milwaukee Bucks,NBA,MANAGED FUNDS ASSOCIATION POLITICAL ACTION COMMITTEE,"$5,000",2018,"Bipartisan, but mostly Republican",Bipartisan,5000
James Dinan,Milwaukee Bucks,NBA,BIDEN FOR PRESIDENT,"$2,800",2020,Democrat,Democrat,2800
James Dinan,Milwaukee Bucks,NBA,HILLARY FOR AMERICA,"$2,700",2016,Democrat,Democrat,2700
James Dinan,Milwaukee Bucks,NBA,ROMNEY FOR UTAH INC.,"$2,700",2018,Republican,Republican,2700
James Dinan,Milwaukee Bucks,NBA,MONTANANS FOR TESTER,"$2,700",2018,Democrat,Democrat,2700
James Dinan,Milwaukee Bucks,NBA,BENNET FOR COLORADO,"$1,000",2016,Democrat,Democrat,1000
James Dinan,Milwaukee Bucks,NBA,FRIENDS OF SCHUMER,$100,2016,Democrat,Democrat,100
James Irsay,Indianapolis Colts,NFL,SENATE MAJORITY PAC,"$25,000",2016,Democrat,Democrat,25000
James Irsay,Indianapolis Colts,NFL,GRIDIRON-PAC,"$10,000",2016,Bipartisan,Bipartisan,10000
James Irsay,Indianapolis Colts,NFL,TEAM HOLCOMB,"$10,000",2018,Republican,Republican,10000
James Irsay,Indianapolis Colts,NFL,GRIDIRON-PAC,"$10,000",2018,Bipartisan,Bipartisan,10000
James Irsay,Indianapolis Colts,NFL,GRIDIRON-PAC,"$10,000",2020,Bipartisan,Bipartisan,10000
James Irsay,Indianapolis Colts,NFL,WINRED,$100,2020,Republican,Republican,100
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",REPUBLICAN NATIONAL COMMITTEE,"$355,000",2020,Republican,Republican,355000
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",TRUMP VICTORY,"$355,000",2020,Republican,Republican,355000
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",REPUBLICAN NATIONAL COMMITTEE,"$339,000",2018,Republican,Republican,339000
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",TRUMP VICTORY,"$300,000",2016,Republican,Republican,300000
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",TRUMP VICTORY,"$125,000",2018,Republican,Republican,125000
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",LONG ISLANDERS FOR TRUTH INC,"$100,000",2016,Democrat,Democrat,100000
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",SUOZZI VICTORY FUND,"$10,000",2016,Democrat,Democrat,10000
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",SUOZZI VICTORY FUND,"$10,000",2018,Democrat,Democrat,10000
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",ELISE VICTORY FUND,"$5,600",2020,Republican,Republican,5600
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",SUOZZI FOR CONGRESS,"$5,400",2018,Democrat,Democrat,5400
James L. Dolan,"New York Knicks, New York Rangers","NBA, NHL",COMMON GOOD PAC,"$5,000",2018,Democrat,Democrat,5000
Janice S. McNair,Houston Texans,NFL,TRUMP VICTORY,"$449,000",2016,Republican,Republican,449000
Janice S. McNair,Houston Texans,NFL,PROTECT THE HOUSE,"$371,500",2018,Republican,Republican,371500
Janice S. McNair,Houston Texans,NFL,TEAM RYAN,"$250,400",2018,Republican,Republican,250400
Janice S. McNair,Houston Texans,NFL,TEAM RYAN,"$244,200",2016,Republican,Republican,244200
Janice S. McNair,Houston Texans,NFL,GRIDIRON-PAC,"$10,000",2016,Bipartisan,Bipartisan,10000
Janice S. McNair,Houston Texans,NFL,HARRIS COUNTY REPUBLICAN PARTY FEDERAL COMMITTEE,"$10,000",2020,Republican,Republican,10000
Janice S. McNair,Houston Texans,NFL,BRADY VICTORY FUND,"$5,400",2018,Republican,Republican,5400
Janice S. McNair,Houston Texans,NFL,TEAM GRAHAM INC,"$5,400",2018,Republican,Republican,5400
Janice S. McNair,Houston Texans,NFL,TIM SCOTT FOR SENATE,"$5,400",2018,Republican,Republican,5400
Janice S. McNair,Houston Texans,NFL,RICK SCOTT FOR FLORIDA,"$5,000",2018,Republican,Republican,5000
Janice S. McNair,Houston Texans,NFL,GRIDIRON-PAC,"$5,000",2018,Bipartisan,Bipartisan,5000
Janice S. McNair,Houston Texans,NFL,"JEB 2016, INC.","$2,700",2016,Republican,Republican,2700
Janice S. McNair,Houston Texans,NFL,LINDSEY GRAHAM 2016,"$2,700",2016,Republican,Republican,2700
Janice S. McNair,Houston Texans,NFL,SCOTT WALKER INC,"$2,700",2016,Republican,Republican,2700
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,KANEW FOR CONGRESS,"$2,708",2018,Democrat,Democrat,2708
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,KAMALA HARRIS FOR THE PEOPLE,"$2,700",2020,Democrat,Democrat,2700
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,ACTBLUE,$270,2018,Democrat,Democrat,270
Jeanie Buss (Buss Family Trusts),Los Angeles Lakers,NBA,ACTBLUE,$270,2020,Democrat,Democrat,270
Jeff Dickerson,Spire Motorsports,NASCAR,THE LINCOLN PROJECT,$400,2020,Democrat,Democrat,400
Jeff Dickerson,Spire Motorsports,NASCAR,BIDEN FOR PRESIDENT,$250,2020,Democrat,Democrat,250
Jeff Vinik,Tampa Bay Lightning,NHL,RICK SCOTT VICTORY FUND,"$39,300",2018,Republican,Republican,39300
Jeff Vinik,Tampa Bay Lightning,NHL,FLORIDA FIRST PROJECT,"$20,000",2016,Republican,Republican,20000
Jeff Vinik,Tampa Bay Lightning,NHL,"JEB 2016, INC.","$2,700",2016,Republican,Republican,2700
Jeff Vinik,Tampa Bay Lightning,NHL,MARCO RUBIO FOR PRESIDENT,"$2,700",2016,Republican,Republican,2700
Jeff Vinik,Tampa Bay Lightning,NHL,MARCO RUBIO FOR SENATE 2016,"$2,700",2016,Republican,Republican,2700
Jeff Vinik,Tampa Bay Lightning,NHL,BILIRAKIS FOR CONGRESS,"$1,000",2020,Republican,Republican,1000
Jeff Vinik,Tampa Bay Lightning,NHL,CHARLIE CRIST FOR CONGRESS,"$1,000",2020,Democrat,Democrat,1000
Jeff Vinik,Tampa Bay Lightning,NHL,BILIRAKIS FOR CONGRESS,$500,2018,Republican,Republican,500
Jeffrey Lurie,Philadelphia Eagles,NFL,GRIDIRON-PAC,"$10,000",2016,Bipartisan,Bipartisan,10000
Jeffrey Lurie,Philadelphia Eagles,NFL,GRIDIRON-PAC,"$10,000",2018,Bipartisan,Bipartisan,10000
Jeffrey Lurie,Philadelphia Eagles,NFL,GRIDIRON-PAC,"$5,000",2020,Bipartisan,Bipartisan,5000
Jeffrey Lurie,Philadelphia Eagles,NFL,HILLARY FOR AMERICA,"$2,700",2016,Democrat,Democrat,2700
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,TRUMP VICTORY,"$100,000",2016,Republican,Republican,100000
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$20,000",2016,Bipartisan,Bipartisan,20000
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,"DELAWARE NORTH COMPANIES, INC. POLITICAL ACTION COMMITTEE","$20,000",2018,Bipartisan,Bipartisan,20000
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,HILLARY VICTORY FUND,"$15,000",2016,Democrat,Democrat,15000
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,U.S. TRAVEL ASSOCIATION PAC,"$10,000",2016,Bipartisan,Bipartisan,10000
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,U.S. TRAVEL ASSOCIATION PAC,"$10,000",2018,Bipartisan,Bipartisan,10000
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COLLINS FOR CONGRESS,"$5,700",2018,Republican,Republican,5700
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,JACOBS FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,U.S. TRAVEL ASSOCIATION PAC,"$5,000",2020,Bipartisan,Bipartisan,5000
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COLLINS VICTORY FUND,"$4,300",2018,Republican,Republican,4300
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,COMMITTEE TO ELECT DAN KOH,"$2,700",2018,Democrat,Democrat,2700
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,GREG FOR MONTANA,"$2,500",2018,Republican,Republican,2500
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,GILLIBRAND FOR SENATE,"$2,100",2018,Democrat,Democrat,2100
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,FRIENDS OF JOHN BOEHNER,"$2,000",2016,Republican,Republican,2000
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,FRIENDS OF PATRICK MURPHY,"$1,000",2016,Democrat,Democrat,1000
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,KATHLEEN MATTHEWS FOR CONGRESS,"$1,000",2016,Democrat,Democrat,1000
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,MCKINLEY FOR CONGRESS,"$1,000",2018,Republican,Republican,1000
Jeremy M. Jacobs and Jerry Jacobs Jr.,Boston Bruins,NHL,TOM REED FOR CONGRESS,$500,2016,Republican,Republican,500
Jerry Bruckheimer,Seattle Kraken,NHL,GUTHRIE FOR CONGRESS,$250,2020,Republican,Republican,250
Jerry Jones,Dallas Cowboys,NFL,AMERICA LEADS,"$200,000",2016,Republican,Republican,200000
Jerry Jones,Dallas Cowboys,NFL,GRIDIRON-PAC,"$10,000",2016,Bipartisan,Bipartisan,10000
Jerry Jones,Dallas Cowboys,NFL,GRIDIRON-PAC,"$10,000",2018,Bipartisan,Bipartisan,10000
Jerry Jones,Dallas Cowboys,NFL,COLIN ALLRED FOR CONGRESS,"$5,000",2018,Democrat,Democrat,5000
Jerry Jones,Dallas Cowboys,NFL,GRIDIRON-PAC,"$4,650",2020,Bipartisan,Bipartisan,4650
Jerry Jones,Dallas Cowboys,NFL,"CHRIS CHRISTIE FOR PRESIDENT, INC.","$2,700",2016,Republican,Republican,2700
Jerry Jones,Dallas Cowboys,NFL,KAY GRANGER CAMPAIGN FUND,"$2,700",2016,Republican,Republican,2700
Jerry Jones,Dallas Cowboys,NFL,PORTMAN FOR SENATE COMMITTEE,"$2,700",2016,Republican,Republican,2700
Jerry Jones,Dallas Cowboys,NFL,THE CONGRESSMAN JOE BARTON COMMITTEE,"$2,700",2016,Republican,Republican,2700
Jerry Jones,Dallas Cowboys,NFL,LANCE GOODEN FOR CONGRESS COMMITTEE,"$2,700",2018,Republican,Republican,2700
Jerry Jones,Dallas Cowboys,NFL,COLE FOR CONGRESS,$500,2018,Republican,Republican,500
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",GOVERN OR GO HOME,"$300,000",2018,N/A,Bipartisan,300000
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",UNITED TOGETHER,"$300,000",2018,N/A,Bipartisan,300000
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",DUTY AND COUNTRY,"$200,000",2018,Democrat,Democrat,200000
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB","UNITED FOR PROGRESS, INC.","$200,000",2018,N/A,Bipartisan,200000
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",CITIZENS FOR A STRONG AMERICA INC,"$200,000",2018,Republican,Republican,200000
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",ILLINOIS DEMOCRATS FOR CHANGE,"$100,000",2020,Democrat,Democrat,100000
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",NRSC,"$100,000",2020,Republican,Republican,100000
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",PROBLEM SOLVERS PATRIOTS,"$84,000",2020,Republican,Republican,84000
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000",2016,Bipartisan,Bipartisan,10000
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",NEW JERSEY DEMOCRATIC STATE COMMITTEE,"$10,000",2018,Democrat,Democrat,10000
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000",2018,Bipartisan,Bipartisan,10000
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",COLLINS FOR SENATOR,"$5,600",2020,Republican,Republican,5600
Jerry Reinsdorf,"Chicago Bulls, Chicago White Sox","NBA, MLB",COMMITTEE TO RE-ELECT STEVE WATKINS,"$5,600",2020,Republican,Republican,5600
